id,tweet
78597,"This #Apple #iOS calendar ""bug"" bit me when I missed appt I set to check in 24 hrs ahead for a @SouthwestAir flight. http://t.co/Li792xefhL"
78606,"@SouthwestAir I'm so sad, wifi is hardly working for me while on my flight. ðŸ’”"
78609,"@DeltaAssist @Delta your ""Sky Priority"" security line is 3x as long as normal line at #ATL. What's the point of this perk? #ridiculous"
78618,"@JetBlue due to weather tomorrow, is it possible to get a flight change fee waiver to leave tonight or early am. Flying w/ 2 young kids NYC"
78622,@pilotmwangi @AmericanAir Wish it HAD been.  Looks like I missed out on a buffet!  ;)
78627,"5:15flight! still ON THE GROUND, connecting flight in jeapordy, @USAirways please dont make me feel even worse for not flying @SouthwestAir"
78628,Still waiting to leave Baltimore 35 min late!!! @united
78634,@okdeadhead @USAirways @AmericanAir it's bullshit they don't even cover my room for having to stay another night
78636,@ReelBigPhish @USAirways @AmericanAir: complete BS. none of the employees give a shit. they lost my bag on the Miami trip for a week?
78637,"@SouthwestAir y'all have a ridiculous amount of connecting flights, not that hard to keep track of luggage. second time mine has been left."
78640,@USAirways @AmericanAir flight AA 4733 from GSP to CLT is delayed! 16 passengers trying to make a connecting flight to AA 673 to IAH
78642,@SouthwestAir more WIFI problems SW3771.  Going to keep on it with U #needmySWAwifi http://t.co/zygbhF97UZ
78644,I can't wait to fly this bad boy @AmericanAir. #Dreamliner http://t.co/HLDViaSg1t
78647,@AlaskaAir charged $300 to change flight to PDX to an earlier one &amp; then cancelled new flight. I am now getting home later than my original
78650,SFO-&gt; IAD 1646 finally heading home after 2 wks on road but @united gives away my first class seat #ScrewGraded #fail
78685,@AmericanAir you lose my reservations make me pay extra money then force me to sit in the middle. Never flying with you again. WTF?
78686,"@DLoesch @AmericanAir I quit flying after TSA went in, had a bunch of stuff stolen from luggage. If I can't drive or fly myself I don't go"
78708,@cyr @VirginAmerica awe I hope they wait
78713,33 yrs flying worst ever @AmericanAir SUPV yelled@ my Autistic son made him cry &amp; WRONGLY argued my bag was 2 big! MAJOR FAIL American!
78718,"@united confused. Fully checked in to a multi-leg flight. Last leg, I was put into the final boarding group. Frustrating consumer experience"
78726,@JetBlue 1/4 After waiting 30+ minutes on hold (with automated wait time increasing every few minutes) I finally get a human who is beyond
78740,@SouthwestAir This is your passenger speaking: If I had wings I would fly to New York tonight. Instead I'm stuck at Midway. @HarryCarey bar.
78763,Waiting for ✈✈✈✈ @jetblue #TeamBlue #workingalways http://t.co/vRYY9MQneo
78764,"@SouthwestAir  Hits keep on coming. Plane malfunction.  DELAY, and no info on how long I will sit here. Home will have to wait #airlineprobs"
78765,literally took &gt; 5 minutes to tweet in mid-flight flying to seattle! worse than dialup 30 years ago @AlaskaAir @Gogo http://t.co/FVQ9TugrFu
78770,@CarterMansbach @SkyMall @VirginAmerica @Delta @united ...OR maybe it's because their prices were 5 x everyone else's.  Plus s&amp;h. FAIL.
78771,@CarterMansbach @SkyMall @VirginAmerica @Delta @united ...OR maybe it's because their prices were 5 x everyone else's.  Plus s&amp;h. FAIL.
78774,@DeltaAssist delta people all over Atlanta except where the service desk near c41 ... 30 people waiting and only two agents ... REALLY???
78777,@AmericanAir  takes delivery of its first #Boeing787 #Dreamliner Can't wait to fly! @USATODAY  http://t.co/31V2YMA6lW
78782,Still waiting for @united crew for flight 3426 from Dulles to ROC. Waiting an hour-hoping they show soon. Was hoping to get home today
78804,We're waiting on the Capn' @Delta @DeltaAssist
78816,I can't even go 250 miles without @AlaskaAir getting a delay. Why am I a frequent flier with you again?
78817,@AlaskaAir Please follow @hoodbears12 She still waiting a follow from you and she loves you so much â¤
78825,Commuting on @JetBlue from PHX to JFK and the crew working flight 136 tonight is awesome! Never had a bad experience😊 #fa #commuter #jfk
78827,@DeltaAssist your @Delta app is so much #fail http://t.co/9hzoLy0oVD
78832,everyone should try flying @VirginAmerica. have you seen their security/on boarding video? fucking amazing.
78838,"@JohnnyJet @AmericanAir People can plan for adverse weather and leave earlier, no?"
78840,@United last minute flight cancellation because of sick crew member that's business continuity failure. 2h to reach ticket desk: mgmt fail
78846,@TravellingMcDs @Cheerios47 It's a known problem with @DeltaAssist 's system. http://t.co/VWZrZu9nvC
78858,@VirginAmerica flight was supposed to leave 20 min ago. Your first officer is still not even in the terminal.
78862,@JetBlue 1.5 hours still on runway waiting to take off at jfk
78866,.@DeltaAssist not sure how I pay to upgrade w/early boarding and remain in Zone 3. Ridiculous.
78869,.@DeltaAssist @Delta how is this even a price point?  A flight with a connection in coach for 1800?  Thieves. http://t.co/TGa17kXCYp
78880,@JetBlue Why do we need to wait for 1 Flt Attend to even start boarding?
78882,"The #friendlyskies are angry, punishing my my carrier switch to @AmericanAir - falling on upgrade list by the minute :("
78884,"@DeltaAssist missing a bag transferred from another intl carrier, had to leave w/o it. Not sure what to do"
78886,@united 15min and waiting to get off the plane we need 2 talk cause my is about to be wasted dtw2nwk.. #jetwaybroken http://t.co/7CxPfSTovR
78887,@united Another flight with LiveTV didn't work in 1st class + also may miss connecting flight at IAH.
78888,"@AmericanAir 7:30 flight out/Nashville, sitting/waiting for de-icing. 10:49 connect in DFW in jeopardy of missing to Jackson Hole."
78898,#Fails #Sucks @AmericanAir_666 @AmericanAir: #DeathValley may make you come alive. Visit this #winter &amp; score de... http://t.co/PoJmBIfhSO
78899,@VirginAmerica airline texts :10pm flight departs 9am /6am:departs 8am RUSH DONT MISS FLIGHT 7am: departs 9am.ðŸ˜±ðŸ˜±ðŸ˜±unhappy
78907,"@SouthwestAir When flights are cancelled, why not open policy to other airports in region without $$? EWR cancelled, but PHL avail to SLC"
78908,"@uwcu @united Verified by @Visa just cost me $30, plane ticket price went up while messing with it. Also, still don't have a ticket."
78916,@Edwerderespn @wingoz @AmericanAir No problems with American? That's gotta be a first
78918,Can't lie. I like the retro design on @AlaskaAir. http://t.co/aC6i5b6qHk
78921,@united why post sign if you're not going to honour ppl's status? Rude agent didn't help &amp; almost missed flight #HPN http://t.co/JNQmQBMHwa
78932,@AmericanAir 8 empty first class seats and you won't let anyone sit in them. #customers don't matter #noservice http://t.co/K5fDKwmWou
78935,"@JetBlue stuck on flt1691 JFK-LIB. Eng problem, now we have to make tech stop in ORL? Will vacay ever begin? I still like JetBlue though."
78956,I really wish @AmericanAir would stop lying to me. Apparently no flights leave Edmonton until 1530 today. I want my bag back now.
78958,@VirginAmerica can I get a follow real quick so I can make a complaint? You guys are awesome but for the first time in 12 trips I had and 1
78967,"I like @united has an option to print boarding passes without ads, then when you do, there's an issue with the page and prints a blank page"
78974,"@JetBlue I cheated on you with @USAirways /@AmericanAir and I will never do it again. 1 cancellation, 1 delay, missed connection. #nightmare"
78975,"@JetBlue I cheated on you with @USAirways /@AmericanAir and I will never do it again. 1 cancellation, 1 delay, missed connection. #nightmare"
78980,waiting for @americanair to release their #bigbird press photos so i can get myself a new wallpaper
78981,"While waiting to board my @SouthwestAir flight, I get to see a girl on previous flight *sit in the propeller hole* while a guy takes her pic"
78983,Ew just had nasty service with @SouthwestAir boarding attendant in Phoenix. She hates her life. Lol
78994,yay! officially approved for our @SouthwestAir credit card! just waiting on it to arrive so we can book our first flights :)
78995,@SouthwestAir this was open for about an hour during our flight to Vegas before the flight attendant closed it. #fail http://t.co/jZ7BFswzzy
78996,"""We're sorry, but http://t.co/ht2pSZLt0k was unable to complete your request due to a technical problem"" Â¡QuÃ© belleza! &gt;:/ @united"
79000,"@united FLT 5107 Bos to IAD, FLT 1618 IAD to CUN.  Why would FLT leave early when 4 people on the connecting flight miss the new flight?"
79010,@DeltaAssist I did call you. You told me to wait 24 hours. It's like you protect my miles better than Ft. Knox protects gold.
79019,Very Very sad to see @united service going to the ground. They are just missing to charge you for using the toilets! #fail #notstaralliance
79040,"@USAirways already did, who wants to be my house that nothing will be resolved #worstservice #worstairline @JetBlue I truly miss you"
79048,I realize now that @AmericanAir operates by bait and switch. I'll stick to @united
79049,I realize now that @AmericanAir operates by bait and switch. I'll stick to @united
79050,@DeltaAssist Youâ€™ve got a few days until I leave for NY.. ;) http://t.co/3hEZrEqi1l #DeltaUpgrade
79062,"My day is made better by funny announcements on @SouthwestAir. There may be 50 ways to leave your lover, but only 6 ways off this plane..."
79066,"Still highly disappointed in @JetBlue's management of their sale the other day, missed out on a trip to LA away from this snow ðŸ˜ª"
79079,@DeltaAssist You guys broke a wheel off my brand new bag on its first flight and all I get is shown the policy that I'm SOL. Disappointing.
79080,Hope @FBI launch a full investigation to find the moron responsible for the @Delta &amp; @SouthwestAir threats. Complete nonsense.
79089,@AmericanAir I can't wait to fly the new planes from JFK to LAX...and I don't even like to fly #bestFriendsforever
79091,Can't wait to see #TrueStory with the talented @JamesFrancoTV courtesy of @SouthwestAir! #SouthwestHeart #Sundance
79095,"Yet again, @DeltaAssist app's slow load time makes me the cause of a line stoppage as we all wait for it to fetch my boarding pass."
79098,@DeltaAssist my travel agent says they cancelled my trip but i just got an upgrade alert from Delta - can you help?
79117,@JetBlue First you delay the flight 3 hrs w/ no notice and then leave the desk empty w/ no agents at the gate. Thanks for ruining my trip!
79122,@kingZortic you can't track anything down bruh don't play with @fbi and @DeltaAssist like that you ðŸ† sucking sob âœŠðŸ’¦
79127,"@DeltaAssist my husband is in Navy and he trying to come home on leave, if buys a tickets and his leave doesn't get approved, is there any"
79128,@DeltaAssist Do Delta passengers know economy seats can no longer be http://t.co/SxbHgZYTJL rule began Feb2015.Tis not clear on itinary rule
79130,â€œ@JetBlue: @COACH_MOCASSARA @DIRECTV @ESPNCBB We wouldn't want you to miss the game now would we?! ðŸ˜‰â€ always deliver and home to JFK!
79133,@JetBlue thanks for canceling our flight! #way to incur 100$ extra # way to leave a marine stranded!
79138,I don't know why I bother flying @United. They go out of their way to make new customers suffer. Boarding group 5 my ass...
79140,"@AmericanAir you are a complete joke, from rude customer service reps &amp; flight attendants to delayed flights causing hundreds to miss ..."
79142,@united #customer service #fail! Worst experience! Paulina gave me the worst service! #fail #youruinedmyvacation
79145,@myrdenis @Delta @DeltaAssist delta don't fucking care #pissedon worst airlineaward
79150,@SouthwestAir #SundanceSelfie I'd kill to see @eliroth's Knock Knock! http://t.co/f0Iqznvbt0
79154,@SouthwestAir I gave up on the midnight movie and managed to wait list Miss. Grind- any chance I could get  sleeping with other people?
79157,@united waiting on my 9:44pm flight from Houston to dallas ... No information on departure #alliwantisinfo #lackofcustomerservice
79175,@AmericanAir Already filed a complaint apparently missing Christmas Eve with my fan was only worth 10k miles to you. #naughtylist
79178,When you realize there is no way in Hell  @beatpunk is gonna make her flight so you have to put her on a @united esaver at the bar...
79184,"@AmericanAir's policy, call passenger, drop call, force passenger to call back spend ages on hold, drop that call. Leave passenger in limbo"
79187,"After waiting TEN hours at SeaTac thanks to a cancelled @USAirways flight, the crew of @AlaskaAir spoiled us rotten! http://t.co/WuBis0zwDV"
79192,@TimBontemps @DeltaAssist don't think I'll fly Delta based on their awful customer service.
79199,can't wait 4 @JetBlue 2come to #AlbanyNY. now there are rumors @Uber is coming &amp; @Zipcar is available@ @SUNY #Albany. getting connected! ðŸ˜ŠðŸŒ€
79202,Another @Delta broken plane an another 3 hr delay missed connection....plane reboard.  Why I don't fly with them anymore. Go @SouthwestAir
79205,"@DeltaAssist After all the issues yesterday NOW I can't get boarding pass on mobile. sheesh, what's up folks?!?!"
79211,"@AmericanAir 5 weeks today and we will be flying with you for the first time to LA , we can't wait :-)✈️🇺🇸"
79229,"Yeah, definitely shoulda booked that @JetBlue flight to Tampa I was planning on.  Instead I'm surrounded by this mess http://t.co/lO6Wy9glKo"
79230,@CrossingJoe @AmericanAir 90% chance of snow the moment my flight is set to leave. Winter warning in effect beginning at 1.
79242,@Delta we're still stuck on the tarmac @iFlyTallahassee waiting for the sun to de-ice the plane but @AmericanAir flight takes off on time?
79247,@SouthwestAir why can't someone pick up the phone... Been on hold for over 20 mins now!!!
79248,Hey @JetBlue looks like a storm is coming mon-tues. Can we try to move our flights so we don't get stuck? #help
79249,Great new service for warm weather travelers leave your winter gear at the airport @CoatChex @JetBlue for $10 a week http://t.co/uFyXsyQ18n
79250,@JetBlue @jaymohr37 http://t.co/lYNSUvXofE   Looks like you're taking a longer route to avoid some turbulence
79253,@JetBlue really unhappy with your customer service. trying to change my ticket bc of storm in NE and you won't bc no advisory issued yet
79257,.@SouthwestAir trying to change a return flight - can you help? On hold for quite a bit here!
79262,"@AlaskaAir  Fabulous flight, great staff, comfortable. Can wait to fly with you again. Always looking for DEALS!"
79264,"Weh... In Jesus name ""@DeltaAssist: @kingZortic The 6:25 am flight PDX-ATL DL1156? Where did you leave the bomb? *JK"""
79265,"@united bad weather leaving Logan Tuesday morning, why again can't I change my flight to Monday without being raped with charges?"
79266,Praying that @Delta lets me switch my flight to Wednesday to avoid the blizzard 😭 @DeltaAssist
79276,I've flown with @united 3 times and each time they have been delayed and I miss my next flight and get stuck somewhere for 4+ hours
79279,@jetblue 45 minutes on hold and counting... website says I have to call in to change my flight. Help?
79297,@JetBlue I've been holding for 45 minutes since your website isn't allowing me to make the blizzard flight change. #fail
79299,Today's kicks from up in the sky @SouthwestAir #flykicks lol http://t.co/WYjcO40x7Q
79301,@United Blizzard's coming to NY metro area tomorrow - http://t.co/MrygpAHBzF. Change fees should be cut now. Why wait longer?
79308,@JetBlue telling me I can change flight on website.  Not an option on pull down tab.  Been on hold for 30 min.  Now what?!
79310,@AmericanAir I need you to DM me now so that a supervisor can call me immediate to discuss an issue!  DM me so I can give you my cell!!!
79312,I can't believe @AmericanAir doesn't have a #vegetarian meal in first class. #fail
79316,@AmericanAir bad situation on AA flight 44 - 2 passengers get off &amp; they don't take their bags off - we leave gate &amp; then return to unload
79319,Websites that don't let me search WAS for all washington area airports are slowly killing me @Hotwire @SouthwestAir
79328,you might be traveling too much when you wake up in the morning with the @VirginAmerica safety video song stuck in your
79330,@SouthwestAir what are the chances that my Tuesday PM flight into BDL gets cancelled?  Can I rebook on an earlier flight?
79333,@jaymohr37 @JetBlue had problems with these guys today. Missed a flight because of maintenance issues
79337,"@AudraEqualityMc @AmericanAir If they keep this up, they're gonna make you miss Delta!"
79356,you might be traveling too much when you wake up in the morning with the @VirginAmerica safety video song stuck in your
79359,@AmericanAir flight delayed missed connection to Santa Fe got to get home to my fathers funeral hope they make this happen
79360,@DeltaAssist typical Delta treatment for Diamond flier.  Blizzard hitting NYC and I can't cancel or rebook without penalty.  Hello JetBlue.
79362,First cancelled flight ever! (I know) Hope we get home to SFO tomorrow. I'm sure @VirginAmerica will take care of us!
79372,"@Delta @DeltaAssist You don't get a blanket if you fly coach? Asked three times, two diff flight assistants. They never came back. Really?"
79374,Heated reader comments on today's guest post switch to @AlaskaAir   â€“ The fury of a woman scorned! http://t.co/EdhImmtiaj via @deltapoints
79375,@united plane lands sched. @10:42 &amp; boarding new flight is scheduled at 10:47. 5 min turnaround? Who does this scheduling? #ridiculous
79382,@AmericanExpress Called 2 times to correct the address but #AMEX @JetBlue keep sending statements to incorrect address. Use miles &amp; #cancel
79395,@FLLFlyer waiting in a line forever outside @JetBlue arrival terminal for taxi - travel a ton for work &amp; this is the worst experience ever
79404,@JetBlue  just hope they are waiting for me
79405,"@AudraEqualityMc @AmericanAir Haven't flown AA since they took the second part of my ticket on a rt flight,had to buy a new tkt. The worst!!"
79413,"My flight @united UA 340 from SNA to IAH is overweight, because apparently that can happen...hope I don't miss my connecting flight"
79425,.@VirginAmerica i was hungover dreading this 6 hr flight in a middle seat &amp; this mom switched to sit w her daughterðŸ™ http://t.co/my4sqTgsVo
79432,@SouthwestAir you should really start using JFK! LGA is horrible! Looks like I'm going to have to go back to @JetBlue
79433,@SouthwestAir you should really start using JFK! LGA is horrible! Looks like I'm going to have to go back to @JetBlue
79444,@AmericanAir can we switch to an earlier flight without penalty to avoid incoming blizzard? Looking to move from 3553 to 3550 tomorrow?
79453,"Never flying @AmericanAir again. Mechanical plane issues, missed next flight, waited extra 4 hrs, arrived without luggage! No sry or comp..."
79459,Now 21K miles into 2015 &amp; 50% of my flights on @AmericanAir have had something broken! http://t.co/DBR3eDSTTA
79461,@DeltaAssist @Delta What's the likelihood that my flight from LHR to NYC JFK on Tuesday will be cancelled due to the storm?
79470,@united hi! I'm on hold and need help rebooking a ticket for the New York area. Is there a direct number?
79482,@DeltaAssist flight 582 was delayed by Delta. Our team will miss their connecting flight 3408 if it's not held 15-20mins. Any help?
79483,@DeltaAssist on hold to change flights. Got them changed. Agent changed the wrong flights. Now I'm back in your hold sys. #platinum #annoyed
79496,@Delta are you anticipating any issues out of JFK tomorrow evening? @DeltaAssist
79500,@DeltaAssist been waiting for a representative for over 30 minutes on the Elite Member Line. What's the deal?
79510,@DeltaAssist Having issues applying eCert to a reservation I'm making on http://t.co/vC9qKBvhaY. Can you assist?
79514,Waiting for a flight @Delta terminal at LGA vs @AmericanAir is like being in a mansion in the hills vs a double wide in a run down park.
79517,@DeltaAssist you could make your flight attendants less rude and more consistent.
79519,And so the chaos has begun. Waiting on hold FOREVER w @Delta to R/S flights they've already cancelled for tomorrow @DeltaAssist #travel
79528,"@united ""30 minutes expected wait time"" is ""customer service""? Who's in charge of perpetual ""high call volume""? #unitedairlines #stillonhold"
79532,@USAirways and @AmericanAir your new policy of no pre-boarding families with children has lost you this customer #AirlineFail
79533,"Still waiting for luggage lost on @AirCanada /@AlaskaAir flight January 9th, while on vacation. #Lostluggage #AirCanada #AirAlaska"
79537,@DeltaAssist no bags from #DL16. I think I've had more bags go missing at #jfk than any other platinum elite!
79539,@DeltaAssist - need to leave out of SFO.
79541,"@DeltaAssist I have Travelocity reservations to NYC tomorrow, expecting blizzard. If I try to leave sooner, is there a penalty?"
79542,@DeltaAssist #478 landed at 5:37 and I'm still waiting on my SINGLE bag + ur flight personnel need to be retrained. They were rude to pgners
79563,@AmericanAir you suck! Way to leave us stuck at a gate in Miami for 30 minutes! #missedconnection #aa1625
79576,@DeltaAssist  delta would refund the ticket to me but it says even for weather they don't issue refund..I find that hard to believe
79577,"@AmericanAir Changed a reservation much earlier today and it still says ""Ticket Pending."" How long does it usually take for ticket to issue?"
79592,@DeltaAssist @Delta  direct flight cancelled with no reason and then auto rebooked on a 2 stop flight that leaves 30min later ?!?!
79595,@jeffschroeder23 @AmericanAir @USAirways And you're stuck bc you have to go along with what they stick you with. :(
79601,@jeffschroeder23 @AmericanAir @USAirways Like they don't make enough $$.  They are disgusting.
79604,"MCHammer: @united @DanRosensweig Dan, problem resolved ? How can we ( friends of Dan) help ? htt... http://t.co/366dyM2H1G #GnG"
79607,"@deltaassist have flight fr EWR to ICN, connecting in DTW on 1/27. Given storm in NYC am hoping to leave 1/26. Is possible? What are options"
79610,@AmericanAir your baggage claim at @Dulles_Airport has got to be the slowest ever. Another reason I miss flying @united #Waiting #noclue
79611,@AmericanAir your baggage claim at @Dulles_Airport has got to be the slowest ever. Another reason I miss flying @united #Waiting #noclue
79614,"Afraid my wife will have travel issues 1/29. @SouthwestAir #352 OMA to MDW, #2187 MDW to SAN. #2187 originates in LGA http://t.co/l2FPFI9fRP"
79617,@JetBlue unfortunately my sister @xosamiaxo missed her flight due to extra screening because of her hijab. Need her back in NY asap..help?
79622,"@VirginAmerica trying to change my flight online, being rejected. Trying to pay with Visa C/O, being rejected. Phone: 1 hr wait. Seriously?"
79629,The wait time to talk to someone at @VirginAmerica is over 2 hours and I'm currently stuck in SF. I guess there's worst things but STILL
79634,@VirginAmerica I've been on hold for over 2 hours and I can't change my flight online due to an error.  What am I suppose to do?
79639,@VirginAmerica frustrating how long I have been on hold/waiting for call back. Just want to speak to someone
79647,@DeltaAssist I would like to cancel flight. best way to do it? on 2 hr hold with amex axiom travel now.
79650,"@biggayicecream @united @SkyMall So much time squandered. If I had known that Skymall would leave us so soon,I would've paid more attention."
79651,"@shalisemyoung @JetBlue @cgasper gonna miss you guys this year, taking a break. Picked wrong yr"
79653,Flight cancelled. Will Amber make it home? Stay tuned for hilarious messages regarding United's policies! #eastcoast #snow @united
79662,Shout out to @JetBlue for having TV on board! Now I won't have to miss out on Miss Universe haha #priorities http://t.co/M3u9UiCe0E
79670,@JetBlue   U cancelled my flight 4 tmrw. Been on hold for quite awhile  I understand the hold but ur killing with this music.
79671,Storm is messing up travel this week. @SouthwestAir rescheduled my cancelled flight with only 3 min on the phone. Very pleased
79676,@Delta I don't see a single benefit of being silver medallion. I think this is the year I finally switch to @AlaskaAir
79680,"On hold w/ @Delta, waiting for reply from @DeltaAssist &amp; live chat http://t.co/xHldWAJFA3 doesnt work. Sigh. Gonna be one of those nights."
79681,@JetBlue wed flight cancelled out of Boston????  just got a phone alert.  on hold. can u confirm?
79682,"@JetBlue on hold after my flight was cancelled from NYC to Phoenix, it's been of 25 minutes and nothing. This is ridiculous"
79686,"Haha @delta @deltaassist whats the point of your ""elite"" member 800 number if its still a 3040min wait time?? #FAIL"
79687,@JetBlue daughters flight tomorrow from cancun to JFK cancelled. First flight out wed. She has to pay hotel? I'm worried 😢
79688,"@DeltaAssist I was waiting 2 hrs for someone to call me back, they did, and while I was on the phone. We got disconnected. Can you help????"
79696,@conncalvert @AmericanAir @united @USAirways @Delta Worlds worse.  By far the last option for me.
79697,"Changed my flight with @SouthwestAir from GEG-&gt;LAS-&gt;SFO to GEG-&gt;OAK, now stuck at GEG in fog. Refund for difference in tickets? ðŸ™"
79699,.@DeltaAssist been on phone for 1.5 hrs to get voucher applied to res. Now orig res is lost and new can't be processed. Worst service ever.
79702,@kevinkugler @conncalvert @AmericanAir @united @USAirways @Delta the worst is @SpiritAirlines I'd rather take a greyhound #iflysouthwest
79707,Worst flight experience ever on @SouthwestAir FL #2276 Austin to EWR. Diverted to Houston due to tech issues. Rude and incompetent staff
79717,"@VirginAmerica can't call - on hold 30 mins, can't chat - not avail tho in hrs, ""change"" btn on res is disabled. Help! Storm's coming...."
79723,"@Delta @DeltaAssist  worst customer service ive ever dealt with, dont care about my medallion status, im flying AA from now on."
79724,About to board a flight to sfo. Wonder if Bitcoin will be &gt;300 by the time I land. Would chk during flight but @united so obv no wifi #2015
79728,@Delta @DeltaAssist been on hold all day. This is annoying. Can someone call me asap? http://t.co/KWFIfsNrcg
79729,@united. Where #customerservice means ridiculous change fees and being hung up on before you can even speak to someone.
79736,@JetBlue 1836 cancelled tmrw. Still on hold to rebook. Can u help?
79740,Been on hold for 30 min. w/ @JetBlue Fingers crossed I get through and am able to change my flight to get back home to CA.  #stormjuno
79753,@SouthwestAir I've been on hold for over 1.5 hours on 2 different phones. so far been hung up on once. still waiting. #southwestistheworst
79755,@jetblue Mon JBU633 BOS-SFO was cancelled but later JBU833 is still scheduled s should I try for that flight or will it get cancelled?
79759,What is this???? #stormjuno waiting on @JetBlue to answer their phones!!!
79767,@JetBlue won't be flying with you guys for awhile. :(( I'll miss tweeting you and I'll miss your lovely staff and fun flights! 💙
79770,Really hoping that the snow coming into Baltimore tomorrow isn't too bad and I make my @SouthwestAir flight home!
79772,@AmericanAir 6:30 MIA-DCA cancelled for weather but all other DC flts went ok. Now AA refusing hotel voucher. Coming from Guatemala. #fail
79774,@SouthwestAir how long does it take to get one person off of a fucking plane my god now I'm gone miss the groom fucking wit y'all ass !!!!!
79785,@AmericanAir Flying from SFO to JFK tomorrow at 12:50pm and anticipating it be cancelled. 2+ hr wait to speak with a rep on phone :/
79786,"@DeltaAssist can I look into earlier EWR to MSP flights, mine was rescheduled and 1 hr wait to call"
79787,@SarahWallaceTV @ABC7NY You're missing your boarding pass for the first @SouthwestAir flight down to FLL.
79789,"@JetBlue CM here, my cousin's CUN flight got cancelled, and she's been on hold awhile at .99/min, anyway she can get help quicker? thx!"
79791,@SouthwestAir you're not too bad yourself 😉 http://t.co/kefFVMEHnV
79796,"@DeltaAssist HTN7QC, also, presuming that all 1/26 nonstops to STL from LGA, JFK, EWR have been cancelled?"
79810,@united still waiting for my red carpet club card two months (&amp; five calls) after purchase. Can you help escalate?
79814,@SouthwestAir sent you a dm. I'm just hoping they don't tell me I can't bring my instrument on the plane and leave me stranded here.
79817,"@AmericanAir @USAirways stuck in Philly b/c flight took longer, I missed connect 2 go home.USair rebooked me on next w/out my consent! Wtf?"
79819,@JetBlue so bad I booked a $32 flight to NYC I can fly in spring or summer at no extra cost?
79826,On my @JetBlue flight they had a commercial for @Derek1Gaines' new @MTV Broke Ass Game Show! http://t.co/Hq1a8QKT4j
79827,@DeltaAssist Need new flight to avoid JFK snow on 1/27/15. Coming from Aruba. 3 hour wait via phone. Final destination Pgh. Can u assist?
79832,@DeltaAssist on hold for 1.5 hours... should I give up or stay strong? trying to adjust travel in light of #blizzardof2015
79836,".@united please call me back, i have been hung up on 3 times, once after waiting 35 minutes. the phone lines are not working properly. #NYC"
79847,@DeltaAssist I'm platinum member and have been on hold for over 50 minutes!! C'mon Delta - at least have a callback feature!
79861,@DeltaAssist Our flight LAS-JFK on 1/26 has been cancelled. We are now rebooked for 1/27. Will we be compensated for hotel expenses?
79863,"@JetBlue Does JetBlue rebook onto Delta flights? If so, I need to switch due to flight cancelation."
79865,@DeltaAssist I was on cancelled flight 3454. Hold times 60-90 minutes. What's the best way to get rebooked? Will we get out Tuesday?
79874,@VirginAmerica If phone wait times are up to an hour as some people are reporting--why not enable a call back system?  #customerservice
79875,.@united has cancelled ALL Tuesday flights into and out of #NYC's LaGuardia &amp; JFK airports due to blizzard warning http://t.co/jpMhmoXdb3
79878,@SouthwestAir Hi I have a problem to inform .
79908,"@united Hi there. I'm sure I'm 1 of many currently on hold w/a cancelled flight, but can you help me with alt options? 1071 EWR&gt;BQN 1/26"
79915,"@united CONFIMATION FW4YEV cancelled, on hold, can we get any NYC flight 26jan to london/any UK as a rebook, 2 seats needed"
79918,@united I've been on hold waiting to talk to someone for 45 minutes
79919,"@JetBlue I did, that today we were supposed to leave on Tuesday and now we are leaving on Wednesday to tampa fl"
79921,"@united cancelled my flight on Tuesday, link to rebook is down and can't even get on hold to talk to an agent. #help"
79922,@united 27th flight from BOM to YYZ via EWR cancelled. Trying to contact Mumbai office for help. No response. HELP.
79924,Trying to get my bereaved friend to OH. Wait time on Delta's call line: 2 hrs and 40 mins to 3 1/2 hours. Help!! @DeltaAssist
79929,@AmericanAir my 5.20pm flight JFK-SAN is cancelled. Need to leave NYC can I turn up for stand by in morning? Any extra charge?
79936,"@united Whats up w ur horrible customer service?Can't talk to an agent, can't rebook online and can't even stay on hold. Get it together"
79941,@VirginAmerica trying to reschedule my redeye from SFO to JFK before flight time tonight but wait time on ur 877 &gt;3h... Help?
79953,"After 2 minutes of waiting for the @united rebooking page to load, this is what I see. /cc @FlyingBrussels http://t.co/TIgADZp2xv"
79955,@DeltaAssist Can you help me deal with getting back to east coast after flight cancelation due to mechanical problem?
79956,And I have been waiting on the phone for @United because the rebooking link in the e-mail does not work.
79959,@AmericanAir after being on hold for 2 hours I finally get through &amp; then they transfer my call &amp; I'm supposed to wait another 40 minutes?
79964,"@united Tried calling customer service but canâ€™t even wait on hold to reschedule my flight, was hung up on 2x. How can I talk to someone?"
79967,"@united just realized my first name on my ticket for tomorrow am is spelled ""Rachelms"" instead of ""Rachel"" (typo). Will this be a problem ?"
79968,@AmericanAir Been on hold for 1.5 hr to switch my flight so I'm not stuck in NYC due to #Nemo. I have a job! What do I do? Please help!
79970,"@united I understand wait times given this storm coming, but 90 minutes now? No ""expected wait time"" messages???? #HELP!"
79971,".@united to cancel all Tue. flights at Newark, LaGuardia, JFK, Boston, Philly &amp; waive change fees. Change travel at website #blizzardof2015"
79972,"@DeltaAssist I waited 1 hrs on call, but nobody answered my call. I missed my flight. #deltasucks #worstcustomerservice"
79977,@JetBlue need to switch my flight due to the upcoming blizzard
