,sent,id,tid,airline,rtag,tweet
1305,,78626,5.59E+17,United,lW?u8x48>Tha,"@united I just flew Boise New York with United, I picked up the luggage and I realised that it was broken,"
1306,,78627,5.59E+17,SouthWest,lW?u8x48>Tha,"5:15flight! still ON THE GROUND, connecting flight in jeapordy, @USAirways please dont make me feel even worse for not flying @SouthwestAir"
1307,,78628,5.59E+17,United,lW?u8x48>Tha,Still waiting to leave Baltimore 35 min late!!! @united
1308,,78629,5.59E+17,American,lW?u8x48>Tha,5th flight in a month with @AmericanAir - 4th lot of major issues with them. This time lost luggage. Worst airline ever
1309,,78630,5.59E+17,Delta,lW?u8x48>Tha,@DeltaAssist awful gate agent and no explainable reason for 2428 to TYS continued delays!!!
1310,,78631,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue been on hold for 30 minutes and we know there is a flight out of HPN to PBI tonight. Trying to see the status of that
1311,,78632,5.59E+17,American,lW?u8x48>Tha,"@AmericanAir Worthless airline. Caused me to miss my flight and the reticketing agent said it was my fault, not theirs. Never again."
1312,,78633,5.59E+17,United,lW?u8x48>Tha,"@united Worthless airline. I booked UA to avoid AA, and you booked me with AA anyway. They caused me to miss my connection, then blamed me."
1313,,78634,5.59E+17,American,lW?u8x48>Tha,@okdeadhead @USAirways @AmericanAir it's bullshit they don't even cover my room for having to stay another night
1314,,78635,5.59E+17,AlaskaAir,lW?u8x48>Tha,".@AlaskaAir The difference in fare makes sense and a change fee of $50- $75, but $200+ is disgraceful. I'll never book #AlaskaAir again."
1315,,78636,5.59E+17,American,lW?u8x48>Tha,@ReelBigPhish @USAirways @AmericanAir: complete BS. none of the employees give a shit. they lost my bag on the Miami trip for a week?
1316,,78637,5.59E+17,SouthWest,lW?u8x48>Tha,"@SouthwestAir y'all have a ridiculous amount of connecting flights, not that hard to keep track of luggage. second time mine has been left."
1317,,78638,5.59E+17,American,lW?u8x48>Tha,"@okdeadhead @ReelBigPhish @USAirways @AmericanAir I concur. They suck. On a flight back from SPAC, they had me stuck in Charlotte for days!"
1318,,78639,5.59E+17,SouthWest,lW?u8x48>Tha,@ReelBigPhish @USAirways @AmericanAir: legacy carriers suck. they're all out of touch. give me @SouthwestAir any day. they're top notch.
1319,,78640,5.59E+17,American,lW?u8x48>Tha,@USAirways @AmericanAir flight AA 4733 from GSP to CLT is delayed! 16 passengers trying to make a connecting flight to AA 673 to IAH
1320,,78641,5.59E+17,American,lW?u8x48>Tha,@AmericanAir no explanation for delay on AA2283?  3.5 hours late and plane has been here for hours
1321,,78642,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir more WIFI problems SW3771.  Going to keep on it with U #needmySWAwifi http://t.co/zygbhF97UZ
1322,,78643,5.59E+17,AlaskaAir,lW?u8x48>Tha,Grrrreat somehow an @AlaskaAir rep cancelled my return flight from San Jose when moving my outbound flight. Now sold out &amp; I'm stranded.
1323,,78644,5.59E+17,American,lW?u8x48>Tha,I can't wait to fly this bad boy @AmericanAir. #Dreamliner http://t.co/HLDViaSg1t
1324,,78645,5.59E+17,JetBlue,lW?u8x48>Tha,@SusanMacNeal @junglereds @JetBlue wow!! So if you have the flu or Ebola- don't cancel!! Ack! ðŸ˜·
1325,,78646,5.59E+17,AlaskaAir,lW?u8x48>Tha,@rlaurich @AlaskaAir What the hell? That is nuts!!
1326,,78647,5.59E+17,AlaskaAir,lW?u8x48>Tha,@AlaskaAir charged $300 to change flight to PDX to an earlier one &amp; then cancelled new flight. I am now getting home later than my original
1327,,78648,5.59E+17,American,lW?u8x48>Tha,I'm so glad I transferred my FF status to @AmericanAir from @united. Now I'll never have to see #JeffSmisek in the safety videos again ðŸŽŠ
1328,,78649,5.59E+17,United,lW?u8x48>Tha,I'm so glad I transferred my FF status to @AmericanAir from @united. Now I'll never have to see #JeffSmisek in the safety videos again ðŸŽŠ
1329,,78650,5.59E+17,United,lW?u8x48>Tha,SFO-&gt; IAD 1646 finally heading home after 2 wks on road but @united gives away my first class seat #ScrewGraded #fail
1330,,78651,5.59E+17,American,lW?u8x48>Tha,After I paid for 6 airline tickets to Disney @AmericanAir broke off the wheel to our stroller!!!  4 kids no stroller! http://t.co/LQ24bgzBUs
1331,,78652,5.59E+17,American,lW?u8x48>Tha,"@fmrtn @AmericanAir has a better program. Period. Better planes, nicer attendants, better on-time perf. @united lost me as a multi-yr plat."
1332,,78653,5.59E+17,United,lW?u8x48>Tha,"@fmrtn @AmericanAir has a better program. Period. Better planes, nicer attendants, better on-time perf. @united lost me as a multi-yr plat."
1333,,78654,5.59E+17,American,lW?u8x48>Tha,"@AmericanAir, baggage at IAD is terrible tonight...so much for an early arrival being wiped out and then some, 35 mins and counting!"
1334,,78655,5.59E+17,United,lW?u8x48>Tha,"@united 4 delays, 2 broken planes, and I still haven't made it all the way from SFO to CMH. Done with you and your out of date fleet."
1335,,78656,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir no energy drinks in flight anymore??? Sad.
1336,,78658,5.59E+17,SouthWest,lW?u8x48>Tha,"@IAMGLENNB @SouthwestAir SouthWorst Airlines??  But airlines in the US suck in general, except @VirginAmerica but they have limited routes."
1337,,78659,5.59E+17,VirginAmerica,lW?u8x48>Tha,"@IAMGLENNB @SouthwestAir SouthWorst Airlines??  But airlines in the US suck in general, except @VirginAmerica but they have limited routes."
1338,,78660,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir just waited on hold for 48 minutes to hung up seconds later by a representative. #aggervated #unprofessional #verylongholdtime
1339,,78661,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @AmericanAir But no problem bringing casings with bullets, powder, and primers. #facepalm"
1340,,78662,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir Ridiculous!!  Where can I order a set?
1341,,78663,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir Reason enough to never fly them again.
1342,,78664,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir   so stupid it's sad
1343,,78665,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir prob dont got time now either to mail them because they made you wait an hour!!
1344,,78666,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir That is bullshit!
1345,,78667,5.59E+17,American,lW?u8x48>Tha,@ChrisBarnhart Iâ€™ve killed with a pen beforeâ€¦. @AmericanAir
1346,,78668,5.59E+17,American,lW?u8x48>Tha,@DLoesch It sounds like @AmericanAir employees are incredibly ignorant and poorly trained.
1347,,78669,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir The airlines r a joke. TSA is a joke. I feel bad for ppl who need to fly for work. Don't you feel safer though?😡
1348,,78670,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir Haven't you seen Gross Pointe Blank? A pen can mess you up!
1349,,78671,5.59E+17,American,lW?u8x48>Tha,@dloesch I guess @americanair is one airline I will never support over their asinine policy.
1350,,78672,5.59E+17,American,lW?u8x48>Tha,"@DLoesch this is why I'll never fly @AmericanAir. Zero common sense about anything, make a sport of treating customers badly."
1351,,78673,5.59E+17,American,lW?u8x48>Tha,"Because as we all know, one drawing of Muhammad could kill everyone on that plane. @DLoesch @AmericanAir"
1352,,78674,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir I don't fly them anymore because they've stranded me so many times and lost my luggage so many times.
1353,,78675,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir both them an @USAirways and their merger are ridiculous for many reasons
1354,,78676,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir My policy is never to fly @AmericanAir.
1355,,78677,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir confiscation of personal items is theft. This is a horrible practice.
1356,,78678,5.59E+17,American,lW?u8x48>Tha,"You don't have to be part of the problem, @AmericanAir. Have some common sense. There's no need to be totalitarians. @DLoesch"
1357,,78679,5.59E+17,American,lW?u8x48>Tha,.@DLoesch @AmericanAir what a JOKE! Itâ€™s. A. Pen. How pathetic is security if they canâ€™t tell the difference?
1358,,78680,5.59E+17,United,lW?u8x48>Tha,@united your customer service agents at newark airport suck. Waived at gate getting to door. Closed it on me and gave my seat away.
1359,,78681,5.59E+17,American,lW?u8x48>Tha,â€œIf all 250k followers retweeted this it may get their attention: @DLoesch: I will never again fly @AmericanAir .
1360,,78683,5.59E+17,American,lW?u8x48>Tha,Overpaid unionized bureaucrats. RT @bob_owens: @DLoesch It sounds like @AmericanAir employees are incredibly ignorant and poorly trained.
1361,,78684,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir the pen IS mightier than the sword...they're being ridiculous.
1362,,78685,5.59E+17,American,lW?u8x48>Tha,@AmericanAir you lose my reservations make me pay extra money then force me to sit in the middle. Never flying with you again. WTF?
1363,,78686,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @AmericanAir I quit flying after TSA went in, had a bunch of stuff stolen from luggage. If I can't drive or fly myself I don't go"
1364,,78687,5.59E+17,American,lW?u8x48>Tha,Ditto. RT @DLoesch: I will never again fly @AmericanAir .
1365,,78688,5.59E+17,American,lW?u8x48>Tha,"@AmericanAir it's officially 26 days/ my bag has gone missing. I have no energy to complain to you AA, find my bag"
1366,,78689,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir What a-holes. They'll allow bullets in a checked bag (have they never seen Die Hard??) but not that? #doublestandard
1367,,78690,5.59E+17,American,lW?u8x48>Tha,@AmericanAir not serving any beverages on a 3 hour flight is ridiculous. I'm now dehydrated and have a headache. #poorservice
1368,,78692,5.59E+17,American,lW?u8x48>Tha,@OhioCoastie @DLoesch @AmericanAir United is just as bad.
1369,,78693,5.59E+17,JetBlue,lW?u8x48>Tha,I used to rave about @JetBlue and now every trip they cancel at least one of my flights. Not happy. Guess NYC is a bust....
1370,,78694,5.59E+17,American,lW?u8x48>Tha,"""@DLoesch: This is what @AmericanAir says is too dangerous to fly with; confiscated. http://t.co/nkS3J2e4bP"" ridiculous!"
1371,,78696,5.59E+17,United,lW?u8x48>Tha,"Might not make it to my destination tonight, in what is definitely my worst experience with any airline. @united"
1372,,78697,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir Looks like they need to change their name to Un-American Airlines. They lost my business.
1373,,78698,5.59E+17,United,lW?u8x48>Tha,"@united your baggage handling services are horrible. After 40 mins at baggage claim, still not one bag has come out"
1374,,78699,5.59E+17,American,lW?u8x48>Tha,"@DLoesch you wouldn't have this issue if you flew an American... oh, wait. @AmericanAir"
1375,,78700,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue  been on hold for 30 mins waiting to talk to someone please help!!!
1376,,78701,5.59E+17,American,lW?u8x48>Tha,â€œ@DLoesch: I will never again fly @AmericanAir .â€ Sure it wasn't un@americanair?
1377,,78702,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @AmericanAir they've lost my luggage, every time I've flown them."
1378,,78703,5.59E+17,SouthWest,lW?u8x48>Tha,"@SouthwestAir When I called to cancel reservation, distraught and not near internet, could the CSA maybe tell me TA had been issued &amp; rebook"
1379,,78704,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @AmericanAir And, I must have those pens.  STAT.  Who do I order from?  And AA: you lost a customer here too.  #headupyourass"
1380,,78705,5.59E+17,VirginAmerica,lW?u8x48>Tha,"Dear @VirginAmerica I'm running a bit late for my flight, so if you could wait for me that would be great - thank you love Vincent"
1381,,78707,5.59E+17,VirginAmerica,lW?u8x48>Tha,@cyr @VirginAmerica please wait for our father
1382,,78708,5.59E+17,VirginAmerica,lW?u8x48>Tha,@cyr @VirginAmerica awe I hope they wait
1383,,78709,5.59E+17,VirginAmerica,lW?u8x48>Tha,@cyr @VirginAmerica WAIT FOR FATHER CYR â¤â¤
1384,,78710,5.59E+17,VirginAmerica,lW?u8x48>Tha,"""@cyr: Dear @VirginAmerica I'm running a bit late for my flight, so if you could wait for me that would be great - thank you love Vincent""no"
1385,,78711,5.59E+17,American,lW?u8x48>Tha,Andá que despegar te tire estas cositas...... o promos de @AmericanAir  ahh no #WAIT!
1386,,78712,5.59E+17,United,lW?u8x48>Tha,@bob3digital - @united sucks. We go out of our way/spend more money to avoid flying with them.
1387,,78713,5.59E+17,American,lW?u8x48>Tha,33 yrs flying worst ever @AmericanAir SUPV yelled@ my Autistic son made him cry &amp; WRONGLY argued my bag was 2 big! MAJOR FAIL American!
1388,,78714,5.59E+17,SouthWest,lW?u8x48>Tha,@constantedwin @Delta @SouthwestAir And they overbooked it and tried to pawn 18 seats off. Horrible. Last time #neveragain
1389,,78715,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir please don't cancel my flight ;~;
1390,,78716,5.59E+17,United,lW?u8x48>Tha,Of course I buy a beer and my late early on time and just a bit late @United plane shows up
1391,,78717,5.59E+17,United,lW?u8x48>Tha,Several of the passengers on my flight are awful cranky people. I wonder if this @united flight will offload people?
1392,,78718,5.59E+17,United,lW?u8x48>Tha,"@united confused. Fully checked in to a multi-leg flight. Last leg, I was put into the final boarding group. Frustrating consumer experience"
1393,,78719,5.59E+17,Delta,lW?u8x48>Tha,@DeltaAssist My flight #473 was 2.5 hours delayed and I may miss my connection to MNL. Haven't been rebooked. Pls advise.
1394,,78720,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue I have been on hold for nearly 1hr waiting to speak to Jetblue about moving my flight...won't allow me to do it online.
1395,,78721,5.59E+17,VirginAmerica,lW?u8x48>Tha,"Don't want to sound whiny but the @Gogo wifi on my @VirginAmerica flight is slow, inconsistent and very overpriced. I am not amused."
1396,,78722,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @AmericanAir next to malaysia air, worst airline on the planet."
1397,,78723,5.59E+17,United,lW?u8x48>Tha,"There are 3 certainties in life: death, taxes, and @united never leaving on time. How hard can it be?! #neverflyingagain"
1398,,78724,5.59E+17,American,lW?u8x48>Tha,@AirlineFlyer @AmericanAir Hopefully it hasn't got god awful 9 abreast seating.
1399,,78725,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir you guys cancelled our flight And I can't get through to anyone. Costing me a lot of money
1400,,78726,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue 1/4 After waiting 30+ minutes on hold (with automated wait time increasing every few minutes) I finally get a human who is beyond
1401,,78727,5.59E+17,Delta,lW?u8x48>Tha,"@GoesslingESPN @DeltaAssist @USAirways  us air does that all the time also. Oh we let them know you are late, than send the cx flight away"
1402,,78728,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue you should take one dollar off my ticket for every minute you keep me on hold
1403,,78729,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @AmericanAir #boycott. Besides why do they owe us anything...? Hmm bailout those losers, never again"
1404,,78730,5.59E+17,Delta,lW?u8x48>Tha,Hey @DeltaAssist are you having problems with your website? I sure am.
1405,,78731,5.59E+17,United,lW?u8x48>Tha,@united has been terrible to deal with in locating my laptop left behind on Jan 20/15.  Help... Terrible service on such a critical matter!
1406,,78732,5.59E+17,United,lW?u8x48>Tha,"@united come on, waiting for 40 minutes for luggage flight 35020 ewr"
1407,,78733,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir your Wifi is terrible. Twice I have paid and it didn't work at all. This time there are no movies available. Flight #345. Sigh
1408,,78735,5.59E+17,United,lW?u8x48>Tha,@united you can bet your a.. I will never fly your airline again
1409,,78736,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue is there any way that I can change my entire itinerary online after my flight tomorrow got cancelled? the option is grayed out
1410,,78737,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue lost luggage flight 1527 pvd to mco 6279870522 any help will be appreciated
1411,,78738,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir unreal...just lost my business. Think i will drive from now.
1412,,78739,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue rebooked me on MONDAY making my vacation LESS THAN ONE DAY. You're reservation robot is broken. DM-ing my confirmation #. Pls fix.
1413,,78740,5.59E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir This is your passenger speaking: If I had wings I would fly to New York tonight. Instead I'm stuck at Midway. @HarryCarey bar.
1414,,78742,5.59E+17,American,lW?u8x48>Tha,Really disappointed with my boarding experience @AmericanAir.
1415,,78743,5.59E+17,United,lW?u8x48>Tha,Very disappointed at @united for the lack of communication! ðŸ˜¡ just trying to get home
1416,,78744,5.59E+17,American,lW?u8x48>Tha,Spoke to soon. @americanair thinks they have sent one of my bags to Canada but they aren't sure. The level of fail astounds me.
1417,,78745,5.59E+17,American,lW?u8x48>Tha,"So, @AmericanAir, and apparently the @TSA, are proving to be inept, as usual. I feel bad for @DLoesch having to deal with their dimness."
1418,,78746,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir They lost me as a customer years ago because of retard polices and bad customer service!
1419,,78747,5.59E+17,American,lW?u8x48>Tha,@mmm__hmm @alessandrap23 @AmericanAir IDIOTS...took this much time to come up with ZERO SOLUTION to our problem. American Air SUCKS!
1420,,78748,5.59E+17,American,lW?u8x48>Tha,@AmericanAir Your treatment of @DLoesch is ridiculous. #notflyingAA
1421,,78749,5.59E+17,JetBlue,lW?u8x48>Tha,@jetblue your hold music is cheery. My mood is not since I can't change my flight online w/o an error message #sigh #howlongisthewait #ugh
1422,,78750,5.59E+17,SouthWest,lW?u8x48>Tha,About to cancel my @SouthwestAir card. I can't take the constant delays anymore. #outofcontrol
1423,,78751,5.59E+17,American,lW?u8x48>Tha,Terrible service over @AmericanAir. I've called their customer service 3+ times to no avail on my refund due to an error on their part.
1424,,78753,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir That's beyond ridiculous. Brass cases aren't ammunition. My son took a similar pen in his carry-on luggage a while ago
1425,,78754,5.59E+17,American,lW?u8x48>Tha,Hey @USAirways @AmericanAir can you help with lost luggage? Got a bag lost and the phone lines are no help at all :(
1426,,78755,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue having trouble checking in. is there a problem with the system? thanks.
1427,,78756,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir Why am I not surprised ? How sad #pen
1428,,78757,5.59E+17,United,lW?u8x48>Tha,"@united 11hr flight from NRT to SFO! DELAYED! No seat back screen entertainment, and uncomfortable seats. #unitedairlinesfail!"
1429,,78758,5.59E+17,American,lW?u8x48>Tha,@AmericanAir just flew in on a LATE flight from STL(per the usual) and have been waiting 20+ minutes for bag. Where are the bags?!?!?
1430,,78759,5.59E+17,JetBlue,lW?u8x48>Tha,Second time in a row I fly @JetBlue and have a broken TV.
1431,,78760,5.59E+17,JetBlue,lW?u8x48>Tha,Shoutout to @JetBlue for delaying my flight to Boston tomorrow. Super convenient 11th hour change.
1432,,78761,5.59E+17,United,lW?u8x48>Tha,@united @HIAairport baggage service continues to be horrible flight 278
1433,,78762,5.59E+17,American,lW?u8x48>Tha,You'll shoot your eye out Ralphie! -- MT @DLoesch: They allow packed AMMUNITION IN A CHECKED BAG. Not a pen. @AmericanAir = pathetic
1434,,78763,5.59E+17,JetBlue,lW?u8x48>Tha,Waiting for ✈✈✈✈ @jetblue #TeamBlue #workingalways http://t.co/vRYY9MQneo
1435,,78764,5.59E+17,SouthWest,lW?u8x48>Tha,"@SouthwestAir  Hits keep on coming. Plane malfunction.  DELAY, and no info on how long I will sit here. Home will have to wait #airlineprobs"
1436,,78765,5.59E+17,AlaskaAir,lW?u8x48>Tha,literally took &gt; 5 minutes to tweet in mid-flight flying to seattle! worse than dialup 30 years ago @AlaskaAir @Gogo http://t.co/FVQ9TugrFu
1437,,78766,5.59E+17,AlaskaAir,lW?u8x48>Tha,Had my 1st bad experience with @AlaskaAir. Received a customer service response thru Facebook that was cold &amp; unsympathetic. Not cool. :(
1438,,78767,5.59E+17,American,lW?u8x48>Tha,"American Airlines translation ""Please stop talking bad about us on the Interwebs""  @AmericanAir @DLoesch"
1439,,78768,5.59E+17,United,lW?u8x48>Tha,@united flying out of @BostonLogan tomorrow at 1pm to @CityofNewarkNJ do you anticipate a delay??
1440,,78769,5.59E+17,American,lW?u8x48>Tha,You really screwed me this time @AmericanAir
1441,,78770,5.59E+17,United,lW?u8x48>Tha,@CarterMansbach @SkyMall @VirginAmerica @Delta @united ...OR maybe it's because their prices were 5 x everyone else's.  Plus s&amp;h. FAIL.
1442,,78771,5.59E+17,VirginAmerica,lW?u8x48>Tha,@CarterMansbach @SkyMall @VirginAmerica @Delta @united ...OR maybe it's because their prices were 5 x everyone else's.  Plus s&amp;h. FAIL.
1443,,78772,5.59E+17,United,lW?u8x48>Tha,"25 mins after landing, still waiting for bags for flight 1698. @united"
1444,,78773,5.59E+17,JetBlue,lW?u8x48>Tha,#landed thanks for a great flight @JetBlue can't wait to see what badge I earned for this one
1445,,78774,5.59E+17,Delta,lW?u8x48>Tha,@DeltaAssist delta people all over Atlanta except where the service desk near c41 ... 30 people waiting and only two agents ... REALLY???
1446,,78775,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir  My university had no issue with me taking spent 44magnum casings on campus for a presentation. You'd think TSA'd okay
1447,,78776,5.59E+17,American,lW?u8x48>Tha,"Going on 30mins and still no bags @AmericanAir?? Promise, I didn't pack any pens. @DLoesch"
1448,,78777,5.59E+17,American,lW?u8x48>Tha,@AmericanAir  takes delivery of its first #Boeing787 #Dreamliner Can't wait to fly! @USATODAY  http://t.co/31V2YMA6lW
1449,,78779,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir Here is a thought The @TSA Should hire retired law enforcement and retired military There would be no issues. #smarts
1450,,78780,5.59E+17,United,lW?u8x48>Tha,Apparently @united thinks a flight to San Jose is the same thing as a Flight to San Francisco. So tired of you UA. Go to hell.
1451,,78781,5.59E+17,United,lW?u8x48>Tha,@united I get here with thirty plus minutes to spare and you won't let me check in? Now I have to rebook? Are you out of your fucking mind?
1452,,78782,5.59E+17,United,lW?u8x48>Tha,Still waiting for @united crew for flight 3426 from Dulles to ROC. Waiting an hour-hoping they show soon. Was hoping to get home today
1453,,78783,5.59E+17,JetBlue,lW?u8x48>Tha,.@JetBlue cancelled flight mco-HPN ...promised ride to HPN from LGA not setup while your passengers were flying? #badstormmgmt
1454,,78784,5.59E+17,American,lW?u8x48>Tha,I'm so upset and can't stop crying. I'm never flying @AmericanAir ever again
1455,,78785,5.59E+17,United,lW?u8x48>Tha,@united is the biggest piece of shit airline. Who the hell doesn't give you your boarding pass?? No one should ever fly with them.
1456,,78786,5.59E+17,American,lW?u8x48>Tha,Very surprised &amp; disappointed that @AmericanAir hasn't followed @Delta &amp; @United's lead in fee waivers for tomorrow's Northeast flights.
1457,,78787,5.59E+17,United,lW?u8x48>Tha,Very surprised &amp; disappointed that @AmericanAir hasn't followed @Delta &amp; @United's lead in fee waivers for tomorrow's Northeast flights.
1458,,78788,5.59E+17,United,lW?u8x48>Tha,Missed my connx due to delay and @united refuses to pay the $29 to get me to another airport where they booked my new ticket.
1459,,78789,5.59E+17,United,lW?u8x48>Tha,@billburton @united Fuck you both
1460,,78790,5.59E+17,American,lW?u8x48>Tha,Can't wait for their international rotation!  @AmericanAir /en/nr/pressrelease/american-airlines-welcomes-first-boeing-787-dreamliner
1461,,78791,5.59E+17,American,lW?u8x48>Tha,Your prices suck! @AmericanAir
1462,,78792,5.59E+17,American,lW?u8x48>Tha,"@AmericanAir I just had a terrible flight attendant on one of your flights, she was soo rude"
1463,,78793,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir We don't need #CommonCore 2 kill this country-lack of #CommonSense has already killed it.
1464,,78794,5.59E+17,United,lW?u8x48>Tha,@united yep. They just found the bag. Now we're trying to make sure it gets to our hotel before we leave for our cruise tomorrow morning.
1465,,78795,5.59E+17,JetBlue,lW?u8x48>Tha,@greggweiss @JetBlue Never flown wuth them. Is service good and rates also?
1466,,78796,5.59E+17,American,lW?u8x48>Tha,@AmericanAir awful experience with your airline over the last 3 days. And it continues as I am now missing my connection to LAX. This Sucks!
1467,,78797,5.59E+17,JetBlue,lW?u8x48>Tha,@JetBlue Tried for two days to leave today. Greedy JBLUE wanted a BUNDLE to do it. Planes had 24 empty seats. Now I'm cancelled. THANKS!
1468,,78798,5.59E+17,American,lW?u8x48>Tha,@DLoesch UnAmericanAir (@AmericanAir) will NEVER have my business.
1469,,78799,5.59E+17,American,lW?u8x48>Tha,"I hope you tell them ""Too Late"". @DLoesch @AmericanAir"
1470,,78800,5.59E+17,American,lW?u8x48>Tha,"@Russell1Chuck @DLoesch @AmericanAir  Um, yes, have you never flown? You need to get out more often."
1471,,78801,5.59E+17,American,lW?u8x48>Tha,"@DLoesch @niceninja @AmericanAir Guess I need to leave my bullet necklace and earrings home, too?"
1472,,78802,5.59E+17,United,lW?u8x48>Tha,"@united your service today on 3606 was worse than abysmal. You should be ashamed.  No more business from me,  but not likely you care"
1473,,78803,5.59E+17,American,lW?u8x48>Tha,"I hate coming late to a story.....""@DLoesch: Update: @americanair customer service rep met us on jetbridge as we deplaned."""
1474,,78804,5.59E+17,Delta,lW?u8x48>Tha,We're waiting on the Capn' @Delta @DeltaAssist
1475,,78805,5.59E+17,American,lW?u8x48>Tha,"@AmericanAir If she can take a handgun and live ammo in checked baggage, what on Earth was the problem with a sharpie in a casing? @DLoesch"
1476,,78806,5.59E+17,American,lW?u8x48>Tha,@AmericanAir get rid of Mesa airlines relationship. Problems galore ending with 20 mins with no jetway working before they did stairs
1477,,78807,5.59E+17,AlaskaAir,lW?u8x48>Tha,"@AlaskaAir: lost beer pkg arrived @1130 pm in PA, assured delivery by 330pm. Investor mtg was@ 5pm. #Wasteoftripthx http://t.co/6wNHYpCItI"
1478,,78808,5.59E+17,SouthWest,lW?u8x48>Tha,20 min layover - no problem for @SouthwestAir baggage crew.  Continually crushing it!
1479,,78809,5.59E+17,American,lW?u8x48>Tha,@DLoesch @AmericanAir  Flying post 9/11/01 already sucks and to add more BS is disturbing!
1480,,78810,5.59E+17,American,lW?u8x48>Tha,@DLoesch @americanair  Probably was a leftie intent on harassing a gun owner. American Air?  Got it.
1481,,78811,5.59E+17,SouthWest,lW?u8x48>Tha,. @SouthwestAir Your IOS app and webpage are awful. My flight is delayed and I can't get my boarding pass now. Color me disappointed.
1482,,78812,5.59E+17,American,lW?u8x48>Tha,Stop being a bully RT @Shabbosgoy: No one really cares. RT @DLoesch: I will never again fly @AmericanAir .
1483,,78813,5.59E+17,American,lW?u8x48>Tha,@whammo3 @Rowdman53 @DLoesch @lauraliz126 @AmericanAir They'd faint in horror at some of mine:
1484,,78814,5.59E+17,American,lW?u8x48>Tha,@americanair I declined a route change from delayed AA1122 as I was told I could stay in the lounge but it's about to close. What next?
1485,,78815,5.59E+17,American,lW?u8x48>Tha,. @USAirways your rebooking was subpar and below what customers expect.  Sad to see @AmericanAir buying your co and polluting it's rep
1486,,78816,5.59E+17,AlaskaAir,lW?u8x48>Tha,I can't even go 250 miles without @AlaskaAir getting a delay. Why am I a frequent flier with you again?
1487,,78817,5.59E+17,AlaskaAir,lW?u8x48>Tha,@AlaskaAir Please follow @hoodbears12 She still waiting a follow from you and she loves you so much â¤
1488,,78818,5.59E+17,American,lW?u8x48>Tha,@AmericanAir you've got some really bad service here in LAX for your status holding members @traveloneworld @cathaypacific @cathaypacificUS
1489,,78819,5.59E+17,American,lW?u8x48>Tha,@AmericanAir gave me the worst customer service. We bought our tickets for $800 then they went through @3k and they won't refund us. A joke
1490,,78820,5.59E+17,JetBlue,lW?u8x48>Tha,@DLoesch Fly @JetBlue This never would have happened on their airline. Great company n they back the military n cops
1491,,78822,5.59E+17,American,lW?u8x48>Tha,"Two cancelled flights, all day of flying, and lost my bag. Take a bow @AmericanAir #neveragain"
